Order_number,Sku,Customer_Id,Sales_Quantity,Ordered_Month
70115,11012876,222,9,2023-06
70115,110300872,222,11,2023-06
70115,11012881,222,5,2023-06
70115,11010593,222,12,2023-06
70115,11010608,222,13,2023-06
70115,11010611,222,8,2023-06
70115,11010614,222,13,2023-06
70115,11010620,222,7,2023-06
70115,11017050,222,6,2023-06
70115,11017096,222,11,2023-06
70115,11017097,222,6,2023-06
70115,11017098,222,7,2023-06
70115,11017099,222,13,2023-06
70115,11017100,222,6,2023-06
70118,11010621,228,13,2023-06
70118,11011794,228,12,2023-06
70118,11014620,228,5,2023-06
70118,11018221,228,10,2023-06
70118,11016611,228,12,2023-06
70118,11013302,228,10,2023-06
70118,11011381,228,5,2023-06
70118,11013676,228,11,2023-06
70118,11015581,228,11,2023-06
70118,102300012,228,13,2023-06
70118,105650069,228,8,2023-06
70118,105650077,228,11,2023-06
70118,111600931,228,5,2023-06
70118,15003653,228,6,2023-06
70118,11015504,228,11,2023-06
70118,11015505,228,13,2023-06
70118,11015506,228,12,2023-06
70118,15003487,228,13,2023-06
70118,15003492,228,10,2023-06
70118,11011847,228,3,2023-06
70118,11012063,228,5,2023-06
70118,11013103,228,5,2023-06
70118,11010582,228,8,2023-06
70118,11010096,228,6,2023-06
70118,11018845,228,13,2023-06
70118,11018452,228,5,2023-06
70118,11017423,228,12,2023-06
70118,11010112,228,11,2023-06
70118,15004341,228,11,2023-06
70118,11010780,228,5,2023-06
70118,11010614,228,13,2023-06
70118,11010109,228,5,2023-06
70118,15004340,228,7,2023-06
70118,15004341,228,7,2023-06
70121,15003117,196,11,2023-01
70121,11017762,196,13,2023-01
70121,11016666,196,8,2023-01
70121,11013305,196,7,2023-01
70121,15003487,196,8,2023-01
70121,15003507,196,6,2023-01
70121,15003491,196,5,2023-01
70121,15003489,196,11,2023-01
70121,15003502,196,5,2023-01
70121,11010802,196,11,2023-01
70121,11011964,196,13,2023-01
70121,11012063,196,9,2023-01
70121,11012466,196,11,2023-01
70121,15003893,196,9,2023-01
70121,15004236,196,8,2023-01
70121,11015560,196,8,2023-01
70121,11015561,196,13,2023-01
70121,11015565,196,8,2023-01
70121,11015581,196,12,2023-01
70121,102300012,196,7,2023-01
70121,105650069,196,9,2023-01
70121,15003486,196,5,2023-01
70121,15003484,196,8,2023-01
70121,15003485,196,6,2023-01
70121,15004169,196,13,2023-01
70121,15004190,196,7,2023-01
70121,11015483,196,12,2023-01
70121,11015484,196,10,2023-01
70121,11015750,196,10,2023-01
70121,11016311,196,7,2023-01
70121,11016372,196,5,2023-01
70121,11017855,196,7,2023-01
70121,11019185,196,8,2023-01
70121,11019187,196,7,2023-01
70121,15000520,196,6,2023-01
70121,100600097,196,10,2023-01
70121,101050015,196,6,2023-01
70121,15002821,196,11,2023-01
70121,11011956,196,6,2023-01
70121,11013495,196,13,2023-01
70121,11013844,196,5,2023-01
70121,11013845,196,5,2023-01
70121,11014132,196,5,2023-01
70121,110750945,196,11,2023-01
70124,11010614,220,11,2023-05
70124,11010109,220,11,2023-05
70124,11014222,220,11,2023-05
70124,11017133,220,12,2023-05
70124,110750937,220,11,2023-05
70124,11014348,220,8,2023-05
70124,11016457,220,11,2023-05
70124,11016445,220,8,2023-05
70124,11015641,220,13,2023-05
70124,11018221,220,8,2023-05
70124,11013676,220,10,2023-05
70124,11013993,220,13,2023-05
70124,11016619,220,10,2023-05
70124,11016543,220,7,2023-05
70124,11016543,220,6,2023-05
70124,15003527,220,9,2023-05
70124,15003507,220,11,2023-05
70124,11011847,220,3,2023-05
70124,11010802,220,5,2023-05
70124,11016974,220,9,2023-05
70124,11010580,220,5,2023-05
70124,15003568,220,12,2023-05
70124,11010096,220,12,2023-05
70127,11018933,206,10,2023-06
70127,11019040,206,7,2023-06
70127,11019041,206,11,2023-06
70127,11019185,206,6,2023-06
70127,11010565,206,11,2023-06
70127,11010566,206,6,2023-06
70127,11012619,206,6,2023-06
70127,11012620,206,11,2023-06
70127,11012621,206,6,2023-06
70127,15000660,206,5,2023-06
70127,15000665,206,7,2023-06
70127,15000666,206,8,2023-06
70127,110750937,206,10,2023-06
70127,110750945,206,11,2023-06
70127,11015694,206,11,2023-06
70127,11013431,206,8,2023-06
70127,11011783,206,8,2023-06
70127,11014122,206,6,2023-06
70127,11011780,206,11,2023-06
70127,11014751,206,8,2023-06
70127,11018671,206,10,2023-06
70127,111650989,206,13,2023-06
70127,11016489,206,10,2023-06
70130,11016110,192,12,2023-03
70130,105700062,192,8,2023-03
70130,11016543,192,10,2023-03
70130,11017100,192,11,2023-03
70130,11017301,192,13,2023-03
70130,11017913,192,7,2023-03
70130,11017919,192,9,2023-03
70130,11017920,192,5,2023-03
70130,11018371,192,8,2023-03
70130,15004340,192,13,2023-03
70130,15004341,192,7,2023-03
70130,11018484,192,6,2023-03
70130,11018485,192,5,2023-03
70130,15003634,192,12,2023-03
70130,11011845,192,12,2023-03
70130,11011847,192,2,2023-03
70130,11011850,192,9,2023-03
70130,11012228,192,8,2023-03
70130,15003500,192,12,2023-03
70130,11018146,192,7,2023-03
70130,11018379,192,9,2023-03
70133,11019071,166,6,2023-01
70133,11019352,166,10,2023-01
70133,15002464,166,9,2023-01
70133,11010585,166,7,2023-01
70133,11012549,166,7,2023-01
70133,11017921,166,8,2023-01
70133,11017939,166,6,2023-01
70133,11017946,166,8,2023-01
70133,11018370,166,7,2023-01
70133,11018371,166,5,2023-01
70133,11013561,166,12,2023-01
70133,11015772,166,13,2023-01
70133,11015773,166,9,2023-01
70133,11015774,166,7,2023-01
70133,103300399,166,9,2023-01
70133,11015484,166,13,2023-01
70133,11015750,166,10,2023-01
70133,11016311,166,10,2023-01
70133,11016372,166,10,2023-01
70133,11017855,166,13,2023-01
70133,11019187,166,12,2023-01
70133,15000520,166,5,2023-01
70133,100600097,166,7,2023-01
70133,101050015,166,10,2023-01
70133,15002821,166,9,2023-01
70133,15004340,166,8,2023-01
70133,15004341,166,12,2023-01
70133,11018484,166,9,2023-01
70133,11018485,166,9,2023-01
70133,15003634,166,10,2023-01
70133,110800914,166,12,2023-01
70133,11015690,166,13,2023-01
70133,11013221,166,11,2023-01
70133,11012866,166,11,2023-01
70133,11015667,166,10,2023-01
70133,11014324,166,12,2023-01
70133,11017470,166,12,2023-01
70133,11012944,166,6,2023-01
70133,101000034,166,11,2023-01
70136,11018455,208,9,2023-05
70136,11018403,208,5,2023-05
70136,11017913,208,9,2023-05
70136,11017301,208,10,2023-05
70136,11015099,208,11,2023-05
70136,110300910,208,9,2023-05
70136,11014386,208,12,2023-05
70136,11014096,208,5,2023-05
70136,11014351,208,8,2023-05
70136,11016619,208,8,2023-05
70136,11017794,208,8,2023-05
70136,11016618,208,9,2023-05
70136,11017795,208,12,2023-05
70136,11017861,208,5,2023-05
70136,11013826,208,7,2023-05
70136,11014875,208,7,2023-05
70136,11014876,208,13,2023-05
70136,11017047,208,11,2023-05
70136,11017049,208,10,2023-05
70136,11018485,208,13,2023-05
70136,15003634,208,5,2023-05
70136,15003522,208,11,2023-05
70136,15003525,208,9,2023-05
70136,15003515,208,7,2023-05
70136,15003540,208,6,2023-05
70136,15003539,208,8,2023-05
70136,11016974,208,5,2023-05
70139,11017774,192,5,2023-05
70139,11017776,192,6,2023-05
70139,11018144,192,12,2023-05
70139,11018145,192,5,2023-05
70139,11010580,192,6,2023-05
70139,11010582,192,5,2023-05
70139,11017050,192,7,2023-05
70139,11017096,192,12,2023-05
70139,11017097,192,10,2023-05
70139,11017098,192,8,2023-05
70139,11017099,192,11,2023-05
70139,15003674,192,12,2023-05
70139,15003675,192,9,2023-05
70139,111201913,192,7,2023-05
70139,11011683,192,5,2023-05
70139,11013045,192,13,2023-05
70139,11011811,192,6,2023-05
70139,11011881,192,8,2023-05
70139,11015482,192,11,2023-05
70139,11015483,192,8,2023-05
70139,11018668,192,6,2023-05
70139,11018933,192,7,2023-05
70139,11019040,192,8,2023-05
70139,11019041,192,13,2023-05
70139,11019185,192,7,2023-05
70139,11010565,192,5,2023-05
70139,11010566,192,9,2023-05
70139,11012619,192,6,2023-05
70139,11012620,192,12,2023-05
70139,11012621,192,10,2023-05
70139,15000660,192,5,2023-05
70139,15000665,192,7,2023-05
70139,15000666,192,6,2023-05
70139,110750937,192,11,2023-05
70139,110750945,192,9,2023-05
70139,11015694,192,5,2023-05
70139,11013431,192,11,2023-05
70139,11011783,192,6,2023-05
70139,11014122,192,9,2023-05
70139,11011780,192,11,2023-05
70139,11014751,192,13,2023-05
70142,11018671,204,6,2023-05
70142,111650989,204,5,2023-05
70142,11016489,204,12,2023-05
70142,11016110,204,12,2023-05
70142,105700062,204,11,2023-05
70142,11016543,204,5,2023-05
70142,11017100,204,11,2023-05
70142,11017301,204,5,2023-05
70142,11017913,204,11,2023-05
70142,11017919,204,10,2023-05
70142,11017920,204,6,2023-05
70142,11018371,204,7,2023-05
70142,15004340,204,5,2023-05
70142,15004341,204,8,2023-05
70142,11018484,204,5,2023-05
70142,11018485,204,11,2023-05
70142,15003634,204,7,2023-05
70142,11011845,204,6,2023-05
70142,11011847,204,2,2023-05
70142,11011850,204,11,2023-05
70142,11012228,204,8,2023-05
70142,15003500,204,10,2023-05
70142,11018146,204,5,2023-05
70142,11018379,204,7,2023-05
70142,11019071,204,10,2023-05
70142,11019352,204,13,2023-05
70142,15002464,204,10,2023-05
70142,11010585,204,7,2023-05
70142,11012549,204,9,2023-05
70142,11017921,204,9,2023-05
70142,11017939,204,13,2023-05
70142,11017946,204,10,2023-05
70142,11018370,204,12,2023-05
70142,11018371,204,12,2023-05
70142,11013561,204,5,2023-05
70142,11015772,204,10,2023-05
70145,11015773,216,6,2023-05
70145,11015774,216,13,2023-05
70145,103300399,216,7,2023-05
70145,11015484,216,8,2023-05
70145,11015750,216,7,2023-05
70145,11016311,216,9,2023-05
70145,11016372,216,5,2023-05
70145,11017855,216,7,2023-05
70145,11019187,216,12,2023-05
70145,15000520,216,12,2023-05
70145,100600097,216,13,2023-05
70145,101050015,216,10,2023-05
70145,15002821,216,13,2023-05
70145,15004340,216,10,2023-05
70145,15004341,216,9,2023-05
70145,11018484,216,5,2023-05
70145,11018485,216,11,2023-05
70145,15003634,216,8,2023-05
70145,110800914,216,5,2023-05
70145,11015690,216,6,2023-05
70145,11013221,216,8,2023-05
70145,11012866,216,9,2023-05
70145,11015667,216,13,2023-05
70145,11014324,216,6,2023-05
70145,11017470,216,13,2023-05
70145,11012944,216,13,2023-05
70145,101000034,216,10,2023-05
70145,11016447,216,11,2023-05
70145,11015641,216,12,2023-05
70145,11016549,216,10,2023-05
70145,11016548,216,13,2023-05
70145,11014367,216,10,2023-05
70145,11014401,216,11,2023-05
70145,11011793,216,5,2023-05
70145,109700246,216,13,2023-05
70145,11018469,216,9,2023-05
70145,11013988,216,12,2023-05
70145,11010083,216,12,2023-05
70145,11010096,216,8,2023-05
70145,15003728,216,7,2023-05
70145,15003732,216,7,2023-05
70148,15003551,194,13,2023-03
70148,15003546,194,8,2023-03
70148,15003891,194,12,2023-03
70148,15003687,194,7,2023-03
70148,11010101,194,12,2023-03
70148,11010102,194,7,2023-03
70148,11010111,194,10,2023-03
70148,11010112,194,6,2023-03
70148,11010118,194,10,2023-03
70148,15003487,194,12,2023-03
70148,15003507,194,10,2023-03
70148,15003491,194,9,2023-03
70148,15003489,194,5,2023-03
70148,15003502,194,7,2023-03
70148,11010802,194,5,2023-03
70148,11011964,194,11,2023-03
70148,11012063,194,6,2023-03
70148,11012466,194,9,2023-03
70148,11013073,194,6,2023-03
70148,15003893,194,7,2023-03
70148,11011452,194,13,2023-03
70148,11011455,194,5,2023-03
70148,11011460,194,13,2023-03
70148,11017301,194,6,2023-03
70148,11017913,194,6,2023-03
70148,11017919,194,11,2023-03
70148,11017920,194,12,2023-03
70148,11017921,194,10,2023-03
70148,11017939,194,12,2023-03
70148,11017946,194,13,2023-03
70148,11018370,194,7,2023-03
70148,11018371,194,7,2023-03
70151,11013844,208,10,2023-02
70151,11013845,208,11,2023-02
70151,11014132,208,6,2023-02
70151,11014222,208,7,2023-02
70151,11014223,208,11,2023-02
70151,11015215,208,11,2023-02
70151,11015217,208,7,2023-02
70151,11018681,208,13,2023-02
70151,15003585,208,12,2023-02
70151,15000105,208,10,2023-02
70151,11016502,208,10,2023-02
70154,11018484,212,6,2023-06
70154,11018485,212,9,2023-06
70154,15003634,212,5,2023-06
70154,11011845,212,11,2023-06
70154,11011847,212,2,2023-06
70154,11011850,212,5,2023-06
70154,11012228,212,5,2023-06
70154,15003500,212,7,2023-06
70154,11018146,212,6,2023-06
70154,11018379,212,5,2023-06
70154,11019071,212,13,2023-06
70154,11019352,212,8,2023-06
70154,15002464,212,9,2023-06
70154,11010585,212,11,2023-06
70154,11012549,212,5,2023-06
70154,11017921,212,5,2023-06
70154,11017939,212,5,2023-06
70154,11017946,212,9,2023-06
70154,11018370,212,12,2023-06
70154,11018371,212,8,2023-06
70154,11013561,212,8,2023-06
70154,11015772,212,5,2023-06
70154,11015773,212,8,2023-06
70157,11015774,218,6,2023-01
70157,103300399,218,6,2023-01
70157,11015484,218,13,2023-01
70157,11015750,218,8,2023-01
70157,11016311,218,5,2023-01
70157,11016372,218,9,2023-01
70157,11017855,218,13,2023-01
70157,11019187,218,7,2023-01
70157,15000520,218,8,2023-01
70157,100600097,218,6,2023-01
70157,101050015,218,12,2023-01
70157,15002821,218,6,2023-01
70157,15004340,218,11,2023-01
70157,15004341,218,12,2023-01
70157,11018484,218,12,2023-01
70157,11018485,218,6,2023-01
70160,15003634,200,9,2023-02
70160,110800914,200,10,2023-02
70160,11015690,200,13,2023-02
70160,11013221,200,12,2023-02
70160,11012866,200,12,2023-02
70160,11015667,200,7,2023-02
70160,11012284,200,7,2023-02
70160,11015398,200,11,2023-02
70160,11015546,200,5,2023-02
70160,11015560,200,13,2023-02
70160,11015561,200,5,2023-02
70160,11015565,200,12,2023-02
70160,11015581,200,12,2023-02
70160,102300012,200,12,2023-02
70160,105650069,200,10,2023-02
70160,105650077,200,7,2023-02
70160,111600931,200,12,2023-02
70160,15002795,200,11,2023-02
70160,15002914,200,10,2023-02
70160,15003018,200,10,2023-02
70160,15003045,200,9,2023-02
70160,15003463,200,6,2023-02
70160,11018532,200,6,2023-02
70160,15000105,200,12,2023-02
70160,11016502,200,12,2023-02
70160,11018452,200,11,2023-02
70160,11017438,200,9,2023-02
70160,11011762,200,11,2023-02
70163,11011811,206,13,2023-06
70163,11012619,206,12,2023-06
70163,11012620,206,10,2023-06
70163,11012621,206,11,2023-06
70163,11013844,206,5,2023-06
70163,11013845,206,12,2023-06
70163,11014132,206,12,2023-06
70163,11014222,206,7,2023-06
70163,11014223,206,6,2023-06
70163,11015215,206,5,2023-06
70163,11015217,206,12,2023-06
70163,11018681,206,8,2023-06
70163,14003138,206,5,2023-06
70163,15000660,206,12,2023-06
70163,15000665,206,7,2023-06
70166,11010621,192,12,2023-05
70166,11011119,192,5,2023-05
70166,11011839,192,5,2023-05
70166,11011889,192,12,2023-05
70166,11011890,192,12,2023-05
70166,109700246,192,13,2023-05
70166,11011794,192,5,2023-05
70166,11014620,192,13,2023-05
70166,11018221,192,13,2023-05
70166,11016611,192,11,2023-05
70166,11013302,192,5,2023-05
70169,11011381,190,9,2023-05
70169,11014401,190,12,2023-05
70169,11017796,190,8,2023-05
70169,11016622,190,7,2023-05
70169,11013844,190,13,2023-05
70169,15004316,190,9,2023-05
70169,111201913,190,13,2023-05
70169,15000105,190,13,2023-05
70169,11018667,190,6,2023-05
70169,11010608,190,9,2023-05
70169,13131260,190,12,2023-05
70169,15003492,190,6,2023-05
70169,11011847,190,3,2023-05
70169,11012063,190,8,2023-05
70172,11013676,198,8,2023-02
70172,15003487,198,11,2023-02
70172,15003492,198,13,2023-02
70172,11011847,198,13,2023-02
70172,11012063,198,6,2023-02
70172,11013103,198,13,2023-02
70172,11010582,198,13,2023-02
70172,11010096,198,11,2023-02
70172,11018845,198,12,2023-02
70172,11018452,198,8,2023-02
70172,11017423,198,5,2023-02
70172,11010112,198,6,2023-02
70172,15004341,198,7,2023-02
70172,11010780,198,5,2023-02
70172,11010614,198,7,2023-02
70172,11010109,198,7,2023-02
70172,11014222,198,6,2023-02
70172,11017133,198,5,2023-02
70175,110750937,210,7,2023-03
70175,11014348,210,9,2023-03
70175,11016457,210,12,2023-03
70175,11016445,210,6,2023-03
70175,11015641,210,12,2023-03
70175,11018221,210,7,2023-03
70175,11013676,210,11,2023-03
70175,11013993,210,9,2023-03
70175,11016619,210,7,2023-03
70175,11016543,210,11,2023-03
70175,11016543,210,11,2023-03
70175,15003527,210,12,2023-03
70175,15003507,210,11,2023-03
70178,11011847,194,11,2023-05
70178,11010802,194,5,2023-05
70178,11016974,194,6,2023-05
70178,11010580,194,7,2023-05
70178,15003568,194,8,2023-05
70178,11010096,194,9,2023-05
70178,11011455,194,13,2023-05
70178,11015506,194,10,2023-05
70178,11017946,194,7,2023-05
70178,15002914,194,10,2023-05
70178,110300872,194,7,2023-05
70178,11014401,194,5,2023-05
70178,11017796,194,8,2023-05
70178,11016622,194,11,2023-05
70178,11013844,194,7,2023-05
70178,15004316,194,11,2023-05
70178,111201913,194,7,2023-05
70178,15000105,194,13,2023-05
70178,11018667,194,8,2023-05
70178,11010608,194,8,2023-05
70178,13131260,194,9,2023-05
70178,15003507,194,13,2023-05
70178,15003527,194,13,2023-05
70178,15003540,194,12,2023-05
70181,11012063,206,13,2023-02
70181,11013147,206,13,2023-02
70181,11018379,206,7,2023-02
70181,11019352,206,6,2023-02
70181,11013073,206,7,2023-02
70181,15003546,206,13,2023-02
70181,15003891,206,5,2023-02
70181,15003687,206,10,2023-02
70181,11010101,206,7,2023-02
70181,11011881,206,9,2023-02
70181,11015482,206,9,2023-02
70181,11015483,206,10,2023-02
70181,11011890,206,5,2023-02
70181,11013221,206,9,2023-02
70181,11012866,206,7,2023-02
70181,11015667,206,10,2023-02
70181,109150272,206,9,2023-02
70181,109150264,206,6,2023-02
70181,11016447,206,13,2023-02
70181,11015641,206,10,2023-02
70181,11018030,206,6,2023-02
70181,11012876,206,8,2023-02
70181,11016611,206,12,2023-02
70184,11013302,166,11,2023-01
70184,11016110,166,10,2023-01
70184,11015099,166,10,2023-01
70184,110300910,166,7,2023-01
70184,11015217,166,12,2023-01
70184,11018681,166,10,2023-01
70184,11018682,166,6,2023-01
70184,11019055,166,10,2023-01
70184,11015773,166,6,2023-01
70184,11011762,166,5,2023-01
70184,15003531,166,10,2023-01
70184,11010083,166,13,2023-01
70184,11017096,166,7,2023-01
70184,102300012,166,9,2023-01
70184,111600931,166,12,2023-01
70184,11018485,166,6,2023-01
70184,15003728,166,7,2023-01
70184,15003732,166,13,2023-01
70187,15003551,196,12,2023-01
70187,11015546,196,6,2023-01
70187,11015560,196,12,2023-01
70187,11015561,196,7,2023-01
70187,11015565,196,10,2023-01
70187,11015581,196,8,2023-01
70187,102300012,196,13,2023-01
70187,105650069,196,5,2023-01
70187,105650077,196,8,2023-01
70187,111600931,196,10,2023-01
70187,15003531,196,12,2023-01
70187,15003505,196,9,2023-01
70187,11013826,196,11,2023-01
70187,15003523,196,7,2023-01
70187,15003522,196,11,2023-01
70187,15003525,196,8,2023-01
70187,11012466,196,12,2023-01
70187,11012777,196,6,2023-01
70190,15003893,198,6,2023-02
70190,15004236,198,6,2023-02
70190,15003654,198,7,2023-02
70190,11010112,198,11,2023-02
70190,11010118,198,7,2023-02
70190,11011452,198,12,2023-02
70190,11011455,198,9,2023-02
70190,11018532,198,10,2023-02
70190,11018833,198,11,2023-02
70190,11018837,198,9,2023-02
70190,11014875,198,9,2023-02
70190,15004132,198,5,2023-02
70190,15003437,198,9,2023-02
70190,15003436,198,11,2023-02
70190,15004240,198,13,2023-02
70190,15004237,198,8,2023-02
70190,11019041,198,8,2023-02
70190,11019185,198,6,2023-02
70190,15002916,198,5,2023-02
70190,15002921,198,11,2023-02
70190,15002922,198,5,2023-02
70190,11010565,198,12,2023-02
70190,15003524,198,12,2023-02
70193,15003527,169,10,2023-01
70193,15003526,169,5,2023-01
70193,15003523,169,7,2023-01
70193,11010802,169,12,2023-01
70193,11011964,169,9,2023-01
70193,11012063,169,6,2023-01
70193,11012466,169,5,2023-01
70193,11012777,169,11,2023-01
70193,11013103,169,13,2023-01
70193,11018591,169,13,2023-01
70193,11018628,169,11,2023-01
70193,11017794,169,8,2023-01
70193,11016618,169,6,2023-01
70193,11017795,169,5,2023-01
70193,11017861,169,6,2023-01
70196,11011793,202,13,2023-04
70196,109700246,202,11,2023-04
70196,11011794,202,9,2023-04
70196,11014620,202,10,2023-04
70196,11012881,202,9,2023-04
70196,11018455,202,12,2023-04
70196,11018403,202,6,2023-04
70196,11016502,202,9,2023-04
70196,11018452,202,5,2023-04
70196,11017438,202,13,2023-04
70196,11011762,202,10,2023-04
70196,11011811,202,5,2023-04
70196,11015037,202,6,2023-04
70196,11015038,202,7,2023-04
70196,15000666,202,7,2023-04
70196,110750937,202,10,2023-04
70199,11011794,210,8,2023-03
70199,11014620,210,11,2023-03
70199,11018221,210,7,2023-03
70199,11016611,210,6,2023-03
70199,11013302,210,7,2023-03
70199,110300910,210,5,2023-03
70199,11014386,210,10,2023-03
70199,11014096,210,13,2023-03
70199,11013305,210,8,2023-03
70199,11012955,210,9,2023-03
70199,11011783,210,8,2023-03
70199,11014122,210,11,2023-03
70199,11012944,210,5,2023-03
70199,101000034,210,6,2023-03
70199,11013431,210,6,2023-03
70199,11014324,210,9,2023-03
70199,11017470,210,9,2023-03
70199,11016454,210,6,2023-03
70202,11010621,164,8,2023-04
70202,11011119,164,13,2023-04
70202,11011839,164,6,2023-04
70202,104200146,164,7,2023-04
70202,11010778,164,7,2023-04
70202,11011845,164,11,2023-04
70202,11011847,164,12,2023-04
70202,11011850,164,10,2023-04
70202,11012228,164,11,2023-04
70202,11018144,164,8,2023-04
70202,11018145,164,5,2023-04
70202,11018146,164,6,2023-04
70202,11018379,164,13,2023-04
70202,11019071,164,8,2023-04
70202,15003658,164,7,2023-04
70202,11015565,164,6,2023-04
70205,11015581,216,10,2023-04
70205,102300012,216,8,2023-04
70205,105650069,216,5,2023-04
70205,105650077,216,5,2023-04
70205,111600931,216,12,2023-04
70205,15003653,216,10,2023-04
70205,11015504,216,9,2023-04
70205,11015505,216,8,2023-04
70205,11018532,216,6,2023-04
70205,11018833,216,13,2023-04
70205,11018837,216,6,2023-04
70205,11018844,216,9,2023-04
70205,15003769,216,5,2023-04
70205,15003770,216,12,2023-04
70208,11017422,169,10,2023-06
70208,11017423,169,8,2023-06
70208,11018591,169,5,2023-06
70208,11018628,169,7,2023-06
70208,11013845,169,11,2023-06
70208,11016454,169,5,2023-06
70208,11013313,169,5,2023-06
70208,11019381,169,10,2023-06
70208,11014332,169,12,2023-06
70208,11011780,169,7,2023-06
70208,11014751,169,13,2023-06
70208,11016549,169,12,2023-06
70208,11016548,169,7,2023-06
70208,11014367,169,5,2023-06
70208,11014401,169,9,2023-06
70208,11011793,169,10,2023-06
70208,109700246,169,6,2023-06
70208,11011794,169,7,2023-06
70208,11018671,169,12,2023-06
70208,111650989,169,10,2023-06
70208,11016489,169,9,2023-06
70208,11014086,169,12,2023-06
70208,11015398,169,9,2023-06
70208,11015546,169,13,2023-06
70208,11015560,169,6,2023-06
70208,11015561,169,6,2023-06
70208,11015565,169,6,2023-06
70208,11015581,169,13,2023-06
70208,102300012,169,13,2023-06
70208,105650069,169,9,2023-06
70208,15003505,169,12,2023-06
70208,11013826,169,9,2023-06
70208,11014875,169,5,2023-06
70208,11014876,169,8,2023-06
70211,15003487,222,8,2023-06
70211,15003507,222,8,2023-06
70211,15003491,222,7,2023-06
70211,15003489,222,7,2023-06
70211,15003502,222,7,2023-06
70211,11010802,222,9,2023-06
70211,11011964,222,12,2023-06
70211,11012063,222,12,2023-06
70211,11012466,222,10,2023-06
70211,11010580,222,13,2023-06
70211,11010582,222,9,2023-06
70211,11010585,222,8,2023-06
70211,11010083,222,6,2023-06
70211,11010096,222,11,2023-06
70211,15003728,222,12,2023-06
70211,15003732,222,13,2023-06
70211,15003551,222,5,2023-06
70211,104200146,222,6,2023-06
70211,11010778,222,12,2023-06
70211,11010779,222,11,2023-06
70211,11015774,222,9,2023-06
70211,103300399,222,7,2023-06
70211,15003585,222,8,2023-06
70211,15000105,222,7,2023-06
70211,11016502,222,13,2023-06
70214,11018452,204,9,2023-06
70214,11017438,204,10,2023-06
70214,11017422,204,5,2023-06
70214,11017423,204,10,2023-06
70214,11018591,204,13,2023-06
70214,11018628,204,7,2023-06
70214,11018667,204,8,2023-06
70214,11010593,204,11,2023-06
70214,11010608,204,7,2023-06
70214,11010611,204,13,2023-06
70214,11010614,204,11,2023-06
70214,11010620,204,5,2023-06
70214,11012926,204,9,2023-06
70214,11013145,204,11,2023-06
70214,109150272,204,13,2023-06
70214,109150264,204,6,2023-06
70214,11013225,204,8,2023-06
70214,11014348,204,10,2023-06
70214,11015694,204,5,2023-06
70217,11019381,164,13,2023-02
70217,11014332,164,12,2023-02
70217,11011780,164,13,2023-02
70217,11014751,164,6,2023-02
70217,11016549,164,10,2023-02
70217,11016548,164,5,2023-02
70217,11014367,164,12,2023-02
70217,11014401,164,11,2023-02
70217,11011793,164,6,2023-02
70217,11015099,164,6,2023-02
70217,110300910,164,5,2023-02
70217,11014386,164,13,2023-02
70217,11014096,164,12,2023-02
70217,11014351,164,13,2023-02
70217,15003492,164,6,2023-02
70217,15003524,164,10,2023-02
70217,15003527,164,10,2023-02
70217,15003526,164,5,2023-02
70217,15003523,164,6,2023-02
70217,15003546,164,11,2023-02
70217,15003891,164,12,2023-02
70217,15003687,164,12,2023-02
70217,11010101,164,6,2023-02
70217,11010102,164,8,2023-02
70217,11012777,164,9,2023-02
70217,11013103,164,7,2023-02
70217,11013104,164,11,2023-02
70220,11013147,214,8,2023-01
70220,11016722,214,9,2023-01
70220,11010585,214,13,2023-01
70220,11012549,214,8,2023-01
70220,11013073,214,5,2023-01
70220,11010102,214,11,2023-01
70220,11010111,214,10,2023-01
70220,11010112,214,8,2023-01
70220,11010118,214,10,2023-01
70220,11011452,214,9,2023-01
70220,11011455,214,6,2023-01
70220,15002795,214,11,2023-01
70220,15002914,214,10,2023-01
70220,15003018,214,5,2023-01
70220,15003045,214,6,2023-01
70220,15003463,214,6,2023-01
70220,11011762,214,10,2023-01
70220,11011811,214,6,2023-01
70220,11011881,214,12,2023-01
70220,11015482,214,5,2023-01
70220,11015483,214,13,2023-01
70220,11018668,214,9,2023-01
70223,11018933,194,7,2023-02
70223,11019040,194,8,2023-02
70223,11019041,194,11,2023-02
70223,11019185,194,13,2023-02
70223,11010621,194,6,2023-02
70223,11011119,194,12,2023-02
70223,11011839,194,10,2023-02
70223,11011889,194,12,2023-02
70223,11011890,194,6,2023-02
70223,11017219,194,9,2023-02
70223,11017220,194,8,2023-02
70223,11018608,194,7,2023-02
70223,13131260,194,5,2023-02
70223,14003138,194,9,2023-02
70223,11013225,194,12,2023-02
70223,11014348,194,6,2023-02
70223,11016457,194,6,2023-02
70223,11017471,194,5,2023-02
70223,11016447,194,9,2023-02
70223,11015641,194,10,2023-02
70223,109700246,194,10,2023-02
70223,11011794,194,7,2023-02
70223,11014620,194,9,2023-02
70223,11018221,194,12,2023-02
70223,11016611,194,10,2023-02
70223,11014386,194,7,2023-02
70223,11014096,194,11,2023-02
70223,11010111,194,6,2023-02
70223,11010112,194,12,2023-02
70226,11010118,166,11,2023-03
70226,11011452,166,12,2023-03
70226,11011455,166,11,2023-03
70226,15003599,166,6,2023-03
70226,15003539,166,10,2023-03
70226,11011845,166,11,2023-03
70226,11011847,166,13,2023-03
